roast_amount_kg,1st_malt_amount_kg,2nd_malt_amount_kg,mt_temperature,mt_time,wk_temperature,wk_steam,wk_time,total_cold_wort,color
1.1183312473819729,3.6470284793016976,-3.4413771319910813,0.5395650987642723,-0.9518622253040965,0.8698565359879155,-0.9100423541678255,-1.3346704996060448,-0.19412184082704131,-0.45307423994330387
1.1183348330581728,3.6776541677912187,-3.43364670401477,-0.3059054205209591,0.8537515499506566,0.09548546044964268,-0.17589053904083918,-3.05551245034997,0.06560912390321895,-0.44276983664096703
1.1007104841701347,3.6667534990068136,-3.44648044915547,0.23706055307897564,-0.595267655269457,-0.395010129090597,2.8524856983579796,-1.330421507135073,7.662739842263203,-0.5333348998456099
1.1124612456852363,3.7158795080098113,-3.4218332541229244,-0.37571416696815646,-0.10282753474543559,-0.9112575127827789,2.3477563254581764,1.3591907269906192,-0.45385280555729474,-0.04297908350963445
1.1007104841701347,3.725742017862371,-3.4197349832198283,-0.15076577156697898,-1.0594066194415277,-1.1693812046288699,-0.038237073704529244,0.1652238426473039,0.13054186508577886,-0.0896796733920965
1.1242048347549096,3.713596369572308,-3.4134027894583028,-0.45327944079836874,0.20282495385568328,-0.9112575127827789,0.46649229919527385,-0.047225780901328854,0.13054186508577886,-0.07379757253049699
1.1007104841701347,-0.23327706874089515,0.20281697154274178,-0.37571416696815646,-0.029244528230349724,-0.9112575127827789,-0.31354400437714913,-0.3701492086952499,0.2604073474509056,-0.08778899109486663
1.1007104841701347,-0.21751814450337764,0.21387454526100466,-0.22833104539719123,-0.10282753474543559,-0.9112575127827789,-0.5429664466043324,-0.6760766666052832,0.2604073474509056,-0.08778899109486663
1.1065804858668713,-0.04329398421266502,0.19875332939944193,-0.37571416696815646,0.08962032844786184,-0.9112575127827789,-1.001811331058699,-0.7950484557925154,0.2604073474509056,-0.09157035478530265
1.1124594525738787,-0.10454536119171402,0.05710545058795669,0.3844345511038477,0.33867050434506996,-0.9112575127827789,-0.17589053904083918,1.8775678084492817,-0.06425635846191462,-0.0028015332390733936
1.1359591819462111,-0.08619103962457592,0.19990606364159194,-0.22833104539719123,0.23112611020763865,-0.6531338209366879,-1.7359631461856853,-0.5868478247148582,0.2604073474509056,0.0019251715999774133
1.1065840720895854,-0.21780809505007404,0.1947838256162863,0.08193002767112029,0.7065855369204896,-0.6531338209366879,-1.5983096808493753,-0.44663107317275913,0.06560912390321895,-0.07001620884006128
1.1007104841701347,-0.07020298646783209,0.19896098765024528,-0.07320049773676669,-0.3914993295353793,-0.9112575127827789,-1.7818476346311218,-0.7100686063730623,2.9226497359360337,-0.1017802234303637
1.1183384187343728,-0.09190091374974335,0.357526095945844,-0.37571416696815646,-0.9745031503856617,-1.1693812046288699,1.5218355334403166,0.18646880500216717,-0.5187855467398615,-0.5482715664441582
1.1242084204311096,-0.267868852698018,0.11532176241597944,-0.22833104539719123,-1.2405340200940402,-0.9112575127827789,0.191185368522654,-0.506116967766377,0.06560912390321895,-0.5482715664441582
1.1124612456852363,-0.07580945030609351,0.19943352564591782,-0.37571416696815646,-0.9065803751409659,-0.6531338209366879,0.28295434541352726,-0.6335867418955566,0.06560912390321895,-0.45770650323951517
1.1007104841701347,-0.12460292010296221,0.1990366675773503,-0.15076577156697898,-0.6462097367029775,-1.1693812046288699,-0.726504400386079,-0.9352652073346145,0.13054186508577886,-0.468010906541852
-0.8615482883043524,-0.08897297721399042,0.19922586739511608,-0.15076577156697898,-1.1895919386605196,-0.6531338209366879,-1.093580307949572,-0.9395141998055864,0.0006763827206521665,-0.5268119533481451
-1.0847948205125717,-0.09044708563887419,0.20548238122953577,-0.22833104539719123,-0.5669664989175016,-0.6531338209366879,-1.5983096808493753,-1.126469868528384,0.45520557099859904,-0.5763486588868643
-1.1259242770139857,-0.25933445232400365,0.048769584953077885,-0.15076577156697898,-0.7028120494068884,-0.1626989545343208,0.007647414740907401,0.33943253395718204,-0.6486510291049882,-0.49136120103107117
1.1065876577657854,-0.34300965662469163,0.19591810142540034,-0.22833104539719123,0.11226125352942709,0.8698565359879155,-0.6347354234952056,0.029256083576176782,-0.9083819938352417,-0.43993381409914595
-1.1259242770139857,-0.6962959523452111,0.03773139276533157,-0.3059054205209591,0.40659327958976094,-0.6531338209366879,-0.6806199119406423,0.5391351800928954,-0.5187855467398615,-0.5707710535380143
-1.0025502502145451,-0.38183720628209816,-0.26270863412307227,0.46199982493406,-0.05188545331191497,-1.1693812046288699,0.3747233223044006,0.41591439843469125,-0.12918909964447453,-0.5361710155018671
1.1124612456852363,-0.3947107826432951,0.19707083566754874,-0.15076577156697898,-0.4084800233465544,-0.9112575127827789,-0.4511974697134591,0.3606774963120453,-0.3889200643747348,-0.48757974422619904
-0.8204224174791388,-0.23815560450802215,0.20793920956804743,0.3844345511038477,1.9178750287841753,-1.1693812046288699,-0.17589053904083918,-0.34890424634038664,1.3642639475544998,-0.5782393402800704
1.1242084204311096,-0.2754259157676535,0.20281697154274178,-0.45327944079836874,1.4707167584232845,-1.6856285883210518,1.61360451033119,2.2387321684819574,-0.06425635846191462,-0.5571579110143428
-1.0730476452201845,-0.2739720876567843,0.20765587139013908,-0.22833104539719123,2.5631413936087584,-0.9112575127827789,-0.4511974697134591,-0.599594802127774,-0.3889200643747348,-0.6557585113938076
-1.043676121039759,-0.2942161868278264,0.2147439413252463,-0.45327944079836874,0.24244657274841888,-1.6856285883210518,1.0171061605405136,0.3351835414862101,0.06560912390321895,-0.5464754179001804
-1.1317978649334364,-0.30501344532532904,0.2067107953987908,-0.22833104539719123,-0.4877232611320304,-0.9112575127827789,-0.0841215621499659,0.33943253395718204,0.06560912390321895,-0.5744579765896344
-1.067174057300734,-0.22997605168555793,0.2018718955513935,-0.22833104539719123,-1.1386498572270038,-0.9112575127827789,-0.2676595159317125,-0.3998921559920607,-0.12918909964447453,-0.5679349378817573
-1.061300469927797,-0.2757584549737858,0.2003786016372661,-0.15076577156697898,-0.2669742415867776,-0.395010129090597,-1.093580307949572,1.6948611321974598,0.13054186508577886,-0.56557158501022
-1.0730476452201845,-0.14588517820584976,0.2113226554648698,-0.45327944079836874,0.36697166069702536,1.8765387860824645,-0.6806199119406423,-0.28516935927579684,0.19547460626834565,-0.5539437046422363
-1.067174057300734,-0.14339319116313515,0.22353296342528267,-0.22833104539719123,0.09528055971825196,2.1346624779285555,0.7876837183133304,-0.11096066796591868,0.19547460626834565,-0.5436393022439232
-0.9555472057936807,-0.15603763860510583,0.20678647532589745,-0.37571416696815646,-0.41980048588733465,1.8765387860824645,0.3747233223044006,-0.3574022312823341,-0.06425635846191462,-0.6762726902267695
